wavelength,reflectance
786.098,21.18
786.41,20.78
786.721,27.03
787.032,19.76
787.343,21.64
787.654,19.32
787.966,22.93
788.277,21.56
788.588,20.3
788.899,24.12
789.209,27.67
789.52,17.34
789.831,21.56
790.142,24.22
790.453,24.04
790.763,30.36
791.074,23.49
791.385,20.18
791.695,20.83
792.006,24.22
792.316,23.15
792.626,20.48
792.937,22.6
793.247,17.74
793.557,21.45
793.868,19.89
794.178,19.37
794.488,23.94
794.798,22.15
795.108,18.92
795.418,21.52
795.728,20.04
796.038,20.55
796.348,17.91
796.657,27.94
796.967,21.95
797.277,23.45
797.587,24.22
797.896,20.36
798.206,23.09
798.515,20.34
798.825,20.72
799.134,15.64
799.444,16.44
799.753,22.71
800.062,21.21
800.371,24.05
800.681,16.89
800.99,19.24
801.299,22.35
801.608,24.51
801.917,25.26
802.226,22.01
802.535,20.63
802.844,17.65
803.152,21.77
803.461,16.58
803.77,22.01
804.078,23.72
804.387,27.35
804.696,22.5
805.004,25
805.313,20.92
805.621,30.18
805.93,23.1
806.238,21.47
806.546,21.38
806.854,24.71
807.163,20.73
807.471,23.47
807.779,23.76
808.087,25
808.395,24.4
808.703,17.37
809.011,23.35
809.319,14.4
809.626,17.65
809.934,22.85
810.242,24.18
810.55,25.6
810.857,29.03
811.165,24.72
811.472,25.3
811.78,18.74
812.087,26.58
812.395,18.36
812.702,19.78
813.009,22.91
813.317,24.71
813.624,26.9
813.931,22.53
814.238,24.66
814.545,20.65
814.852,23.55
815.159,25.35
815.466,23.21
815.773,24.33
816.08,15.61
816.387,26.3
816.693,27.37
817,29.35
817.307,20.06
817.613,28.34
817.92,17.03
818.226,14.9
818.533,33.75
818.839,20.95
819.146,16.77
819.452,21.26
819.758,27.9
820.064,20.07
820.371,20.07
820.677,25.75
820.983,13.07
821.289,30.37
821.595,27.09
821.901,17.29
822.207,17.97
822.512,25
822.818,18.55
823.124,16.25
823.43,14.43
823.735,26.21
824.041,19.75
824.347,34.34
824.652,19.39
824.957,18.97
825.263,35.91
825.568,17.84
825.874,23.24
826.179,29.34
826.484,11.99
826.789,23.55
827.094,25.8
827.399,30.57
827.705,24.15
828.01,26.63
828.314,23.55
828.619,31.06
828.924,24.09
829.229,25
829.534,28.51
829.838,27.05
830.143,20.45
830.448,35.96
830.752,30.67
831.057,21.48
831.361,10.68
831.666,28.25
831.97,29.25
832.274,9.69
832.579,27.83
832.883,23.66
833.187,23.43
833.491,15.55
833.795,36.18
834.099,25.98
834.403,24.5
834.707,25.63
835.011,36.96
835.315,22.77
835.619,34.6
835.923,19.67
836.226,28.51
836.53,28.51
836.834,16.46
837.137,29.62
837.441,25
837.744,32.41
838.048,30.13
838.351,27.85
838.654,20.1
838.958,38.73
839.261,30.51
839.564,32.46
839.867,21.01
840.17,22.02
840.473,33.91
840.776,33.95
841.079,28.48
841.382,10.86
841.685,19.63
841.988,13.78
842.291,22.29
842.593,22.02
842.896,22.91
843.199,25.52
843.501,34.78
843.804,39.02
844.106,27.71
844.409,28.48
844.711,18.11
845.013,17.34
845.316,18.57
845.618,17.66
845.92,31.92
846.222,31.55
846.524,14.13
846.826,22.31
847.128,27.21
847.43,35.84
847.732,18.92
848.034,35.84
848.336,28.04
848.638,19.51
848.939,39.63
849.241,16.84
849.543,34.3
849.844,30.86
850.146,37.9
850.447,49.28
850.749,35.62
851.05,25.9
851.351,34.2
851.653,17.47
851.954,28.04
852.255,44.24
852.556,45.77
852.857,41.46
853.158,18.92
853.459,33.09
853.76,25
854.061,40.89
854.362,38.85
854.663,16.96
854.964,8.58
855.264,22.82
855.565,18.45
855.866,10.43
856.166,28.04
856.467,21.96
856.767,28.92
857.068,29.86
857.368,8.58
857.668,32.17
857.969,37.9
858.269,37.54
858.569,8.98
858.869,8.58
859.169,12.84
859.469,38.55
859.769,29.86
860.069,24.26
860.369,30.16
860.669,27.21
860.969,25
861.269,20.17
861.568,35.03
861.868,31.55
862.168,8.58
862.467,15.7
862.767,25
863.066,42.79
863.366,5.12
863.665,27.18
863.964,35.92
864.264,34.42
864.563,15.7
864.862,0.97
865.161,15.7
865.46,19.29
865.759,40.29
866.058,34.78
866.357,18.45
866.656,16.96
866.955,15.43
867.254,-14.71
867.552,29.79
867.851,16.96
868.15,17.67
868.448,45.45
868.747,59.41
869.045,11.76
869.344,9.3
869.642,9.3
869.941,11.17
870.239,13.16
870.537,27.65
870.836,57.14
871.134,27.65
871.432,18.01
871.73,1.24
872.028,29.19
872.326,42.79
872.624,13.99
872.922,25
873.22,19.08
873.517,-4.9
873.815,13.16
874.113,11.17
874.411,20.21
874.708,0.97
875.006,12.45
875.303,41.34
875.601,-3.91
875.898,-11.19
876.195,53.72
876.493,26.57
876.79,8.8
877.087,20.28
877.384,1.02
877.682,18.01
877.979,-7.14
878.276,25
878.573,2.5
878.87,32.76
879.166,-7.14
879.463,20.28
