wavelength,reflectance,species,sample.number,specimen.type,measurement.type
563.1,14.99,battus,3,facsimiles,blue_HW_left
563.442,14.88,battus,3,facsimiles,blue_HW_left
563.784,14.79,battus,3,facsimiles,blue_HW_left
564.126,14.68,battus,3,facsimiles,blue_HW_left
564.468,14.59,battus,3,facsimiles,blue_HW_left
564.81,14.5,battus,3,facsimiles,blue_HW_left
565.152,14.44,battus,3,facsimiles,blue_HW_left
565.494,14.33,battus,3,facsimiles,blue_HW_left
565.836,14.24,battus,3,facsimiles,blue_HW_left
566.178,14.13,battus,3,facsimiles,blue_HW_left
566.52,14.05,battus,3,facsimiles,blue_HW_left
566.862,13.98,battus,3,facsimiles,blue_HW_left
567.204,13.95,battus,3,facsimiles,blue_HW_left
567.545,13.86,battus,3,facsimiles,blue_HW_left
567.887,13.77,battus,3,facsimiles,blue_HW_left
568.229,13.72,battus,3,facsimiles,blue_HW_left
568.57,13.63,battus,3,facsimiles,blue_HW_left
568.912,13.55,battus,3,facsimiles,blue_HW_left
569.253,13.48,battus,3,facsimiles,blue_HW_left
569.595,13.43,battus,3,facsimiles,blue_HW_left
569.936,13.35,battus,3,facsimiles,blue_HW_left
570.277,13.23,battus,3,facsimiles,blue_HW_left
570.619,13.18,battus,3,facsimiles,blue_HW_left
570.96,13.04,battus,3,facsimiles,blue_HW_left
571.301,12.96,battus,3,facsimiles,blue_HW_left
571.642,12.87,battus,3,facsimiles,blue_HW_left
571.984,12.78,battus,3,facsimiles,blue_HW_left
572.325,12.72,battus,3,facsimiles,blue_HW_left
572.666,12.65,battus,3,facsimiles,blue_HW_left
573.007,12.57,battus,3,facsimiles,blue_HW_left
573.348,12.47,battus,3,facsimiles,blue_HW_left
573.689,12.41,battus,3,facsimiles,blue_HW_left
574.03,12.35,battus,3,facsimiles,blue_HW_left
574.37,12.27,battus,3,facsimiles,blue_HW_left
574.711,12.24,battus,3,facsimiles,blue_HW_left
575.052,12.17,battus,3,facsimiles,blue_HW_left
575.393,12.1,battus,3,facsimiles,blue_HW_left
575.733,12.05,battus,3,facsimiles,blue_HW_left
576.074,11.98,battus,3,facsimiles,blue_HW_left
576.414,11.94,battus,3,facsimiles,blue_HW_left
576.755,11.88,battus,3,facsimiles,blue_HW_left
577.095,11.87,battus,3,facsimiles,blue_HW_left
577.436,11.84,battus,3,facsimiles,blue_HW_left
577.776,11.81,battus,3,facsimiles,blue_HW_left
578.117,11.74,battus,3,facsimiles,blue_HW_left
578.457,11.67,battus,3,facsimiles,blue_HW_left
578.797,11.62,battus,3,facsimiles,blue_HW_left
579.137,11.6,battus,3,facsimiles,blue_HW_left
579.478,11.57,battus,3,facsimiles,blue_HW_left
579.818,11.54,battus,3,facsimiles,blue_HW_left
580.158,11.5,battus,3,facsimiles,blue_HW_left
580.498,11.46,battus,3,facsimiles,blue_HW_left
580.838,11.41,battus,3,facsimiles,blue_HW_left
581.178,11.37,battus,3,facsimiles,blue_HW_left
581.518,11.3,battus,3,facsimiles,blue_HW_left
581.858,11.3,battus,3,facsimiles,blue_HW_left
582.197,11.29,battus,3,facsimiles,blue_HW_left
582.537,11.27,battus,3,facsimiles,blue_HW_left
582.877,11.22,battus,3,facsimiles,blue_HW_left
583.217,11.18,battus,3,facsimiles,blue_HW_left
583.556,11.15,battus,3,facsimiles,blue_HW_left
583.896,11.11,battus,3,facsimiles,blue_HW_left
584.235,11.09,battus,3,facsimiles,blue_HW_left
584.575,11.05,battus,3,facsimiles,blue_HW_left
584.914,11.02,battus,3,facsimiles,blue_HW_left
585.254,11.02,battus,3,facsimiles,blue_HW_left
585.593,10.97,battus,3,facsimiles,blue_HW_left
585.933,10.94,battus,3,facsimiles,blue_HW_left
586.272,10.89,battus,3,facsimiles,blue_HW_left
586.611,10.89,battus,3,facsimiles,blue_HW_left
586.95,10.87,battus,3,facsimiles,blue_HW_left
587.289,10.84,battus,3,facsimiles,blue_HW_left
587.629,10.83,battus,3,facsimiles,blue_HW_left
587.968,10.81,battus,3,facsimiles,blue_HW_left
588.307,10.78,battus,3,facsimiles,blue_HW_left
588.646,10.74,battus,3,facsimiles,blue_HW_left
588.985,10.72,battus,3,facsimiles,blue_HW_left
589.323,10.71,battus,3,facsimiles,blue_HW_left
589.662,10.69,battus,3,facsimiles,blue_HW_left
590.001,10.69,battus,3,facsimiles,blue_HW_left
590.34,10.67,battus,3,facsimiles,blue_HW_left
590.679,10.67,battus,3,facsimiles,blue_HW_left
591.017,10.67,battus,3,facsimiles,blue_HW_left
591.356,10.64,battus,3,facsimiles,blue_HW_left
591.695,10.62,battus,3,facsimiles,blue_HW_left
592.033,10.63,battus,3,facsimiles,blue_HW_left
592.372,10.63,battus,3,facsimiles,blue_HW_left
592.71,10.61,battus,3,facsimiles,blue_HW_left
593.048,10.61,battus,3,facsimiles,blue_HW_left
593.387,10.59,battus,3,facsimiles,blue_HW_left
593.725,10.57,battus,3,facsimiles,blue_HW_left
594.063,10.53,battus,3,facsimiles,blue_HW_left
594.402,10.48,battus,3,facsimiles,blue_HW_left
594.74,10.45,battus,3,facsimiles,blue_HW_left
595.078,10.44,battus,3,facsimiles,blue_HW_left
595.416,10.43,battus,3,facsimiles,blue_HW_left
595.754,10.39,battus,3,facsimiles,blue_HW_left
596.092,10.37,battus,3,facsimiles,blue_HW_left
596.43,10.33,battus,3,facsimiles,blue_HW_left
596.768,10.29,battus,3,facsimiles,blue_HW_left
597.106,10.25,battus,3,facsimiles,blue_HW_left
597.444,10.22,battus,3,facsimiles,blue_HW_left
597.781,10.22,battus,3,facsimiles,blue_HW_left
598.119,10.2,battus,3,facsimiles,blue_HW_left
598.457,10.16,battus,3,facsimiles,blue_HW_left
598.795,10.13,battus,3,facsimiles,blue_HW_left
599.132,10.11,battus,3,facsimiles,blue_HW_left
599.47,10.1,battus,3,facsimiles,blue_HW_left
599.807,10.09,battus,3,facsimiles,blue_HW_left
600.145,10.1,battus,3,facsimiles,blue_HW_left
600.482,10.09,battus,3,facsimiles,blue_HW_left
600.82,10.06,battus,3,facsimiles,blue_HW_left
601.157,10.04,battus,3,facsimiles,blue_HW_left
601.494,9.99,battus,3,facsimiles,blue_HW_left
601.831,9.96,battus,3,facsimiles,blue_HW_left
602.169,9.96,battus,3,facsimiles,blue_HW_left
602.506,9.95,battus,3,facsimiles,blue_HW_left
602.843,9.93,battus,3,facsimiles,blue_HW_left
603.18,9.91,battus,3,facsimiles,blue_HW_left
603.517,9.87,battus,3,facsimiles,blue_HW_left
603.854,9.84,battus,3,facsimiles,blue_HW_left
604.191,9.79,battus,3,facsimiles,blue_HW_left
604.528,9.79,battus,3,facsimiles,blue_HW_left
604.865,9.78,battus,3,facsimiles,blue_HW_left
605.202,9.79,battus,3,facsimiles,blue_HW_left
605.538,9.77,battus,3,facsimiles,blue_HW_left
605.875,9.74,battus,3,facsimiles,blue_HW_left
606.212,9.72,battus,3,facsimiles,blue_HW_left
606.548,9.67,battus,3,facsimiles,blue_HW_left
606.885,9.65,battus,3,facsimiles,blue_HW_left
607.222,9.63,battus,3,facsimiles,blue_HW_left
607.558,9.63,battus,3,facsimiles,blue_HW_left
607.895,9.62,battus,3,facsimiles,blue_HW_left
608.231,9.59,battus,3,facsimiles,blue_HW_left
608.567,9.55,battus,3,facsimiles,blue_HW_left
608.904,9.52,battus,3,facsimiles,blue_HW_left
609.24,9.49,battus,3,facsimiles,blue_HW_left
609.576,9.5,battus,3,facsimiles,blue_HW_left
609.912,9.47,battus,3,facsimiles,blue_HW_left
610.248,9.46,battus,3,facsimiles,blue_HW_left
610.585,9.44,battus,3,facsimiles,blue_HW_left
610.921,9.44,battus,3,facsimiles,blue_HW_left
611.257,9.4,battus,3,facsimiles,blue_HW_left
611.593,9.4,battus,3,facsimiles,blue_HW_left
611.929,9.39,battus,3,facsimiles,blue_HW_left
612.264,9.42,battus,3,facsimiles,blue_HW_left
612.6,9.43,battus,3,facsimiles,blue_HW_left
612.936,9.45,battus,3,facsimiles,blue_HW_left
613.272,9.44,battus,3,facsimiles,blue_HW_left
613.608,9.44,battus,3,facsimiles,blue_HW_left
613.943,9.45,battus,3,facsimiles,blue_HW_left
614.279,9.46,battus,3,facsimiles,blue_HW_left
614.614,9.48,battus,3,facsimiles,blue_HW_left
614.95,9.5,battus,3,facsimiles,blue_HW_left
615.285,9.46,battus,3,facsimiles,blue_HW_left
615.621,9.46,battus,3,facsimiles,blue_HW_left
615.956,9.45,battus,3,facsimiles,blue_HW_left
616.292,9.45,battus,3,facsimiles,blue_HW_left
616.627,9.46,battus,3,facsimiles,blue_HW_left
616.962,9.44,battus,3,facsimiles,blue_HW_left
617.297,9.45,battus,3,facsimiles,blue_HW_left
617.632,9.44,battus,3,facsimiles,blue_HW_left
617.968,9.43,battus,3,facsimiles,blue_HW_left
618.303,9.41,battus,3,facsimiles,blue_HW_left
618.638,9.41,battus,3,facsimiles,blue_HW_left
618.973,9.42,battus,3,facsimiles,blue_HW_left
619.308,9.45,battus,3,facsimiles,blue_HW_left
619.643,9.44,battus,3,facsimiles,blue_HW_left
619.977,9.42,battus,3,facsimiles,blue_HW_left
620.312,9.39,battus,3,facsimiles,blue_HW_left
620.647,9.41,battus,3,facsimiles,blue_HW_left
620.982,9.38,battus,3,facsimiles,blue_HW_left
621.316,9.38,battus,3,facsimiles,blue_HW_left
621.651,9.41,battus,3,facsimiles,blue_HW_left
621.986,9.38,battus,3,facsimiles,blue_HW_left
622.32,9.39,battus,3,facsimiles,blue_HW_left
622.655,9.39,battus,3,facsimiles,blue_HW_left
622.989,9.37,battus,3,facsimiles,blue_HW_left
623.324,9.38,battus,3,facsimiles,blue_HW_left
623.658,9.39,battus,3,facsimiles,blue_HW_left
623.992,9.39,battus,3,facsimiles,blue_HW_left
624.326,9.41,battus,3,facsimiles,blue_HW_left
624.661,9.41,battus,3,facsimiles,blue_HW_left
624.995,9.41,battus,3,facsimiles,blue_HW_left
625.329,9.42,battus,3,facsimiles,blue_HW_left
625.663,9.46,battus,3,facsimiles,blue_HW_left
625.997,9.43,battus,3,facsimiles,blue_HW_left
626.331,9.44,battus,3,facsimiles,blue_HW_left
626.665,9.45,battus,3,facsimiles,blue_HW_left
626.999,9.47,battus,3,facsimiles,blue_HW_left
627.333,9.47,battus,3,facsimiles,blue_HW_left
627.667,9.51,battus,3,facsimiles,blue_HW_left
628.001,9.46,battus,3,facsimiles,blue_HW_left
628.334,9.45,battus,3,facsimiles,blue_HW_left
628.668,9.46,battus,3,facsimiles,blue_HW_left
629.002,9.46,battus,3,facsimiles,blue_HW_left
629.335,9.44,battus,3,facsimiles,blue_HW_left
629.669,9.46,battus,3,facsimiles,blue_HW_left
630.002,9.48,battus,3,facsimiles,blue_HW_left
630.336,9.48,battus,3,facsimiles,blue_HW_left
630.669,9.48,battus,3,facsimiles,blue_HW_left
631.003,9.5,battus,3,facsimiles,blue_HW_left
631.336,9.46,battus,3,facsimiles,blue_HW_left
631.669,9.49,battus,3,facsimiles,blue_HW_left
632.003,9.55,battus,3,facsimiles,blue_HW_left
632.336,9.55,battus,3,facsimiles,blue_HW_left
632.669,9.54,battus,3,facsimiles,blue_HW_left
633.002,9.59,battus,3,facsimiles,blue_HW_left
633.335,9.59,battus,3,facsimiles,blue_HW_left
633.668,9.64,battus,3,facsimiles,blue_HW_left
634.001,9.65,battus,3,facsimiles,blue_HW_left
634.334,9.64,battus,3,facsimiles,blue_HW_left
634.667,9.61,battus,3,facsimiles,blue_HW_left
635,9.68,battus,3,facsimiles,blue_HW_left
635.333,9.69,battus,3,facsimiles,blue_HW_left
635.665,9.7,battus,3,facsimiles,blue_HW_left
635.998,9.74,battus,3,facsimiles,blue_HW_left
636.331,9.78,battus,3,facsimiles,blue_HW_left
636.663,9.76,battus,3,facsimiles,blue_HW_left
636.996,9.78,battus,3,facsimiles,blue_HW_left
637.328,9.74,battus,3,facsimiles,blue_HW_left
637.661,9.71,battus,3,facsimiles,blue_HW_left
637.993,9.76,battus,3,facsimiles,blue_HW_left
638.326,9.78,battus,3,facsimiles,blue_HW_left
638.658,9.75,battus,3,facsimiles,blue_HW_left
638.99,9.76,battus,3,facsimiles,blue_HW_left
639.323,9.78,battus,3,facsimiles,blue_HW_left
639.655,9.76,battus,3,facsimiles,blue_HW_left
639.987,9.74,battus,3,facsimiles,blue_HW_left
640.319,9.76,battus,3,facsimiles,blue_HW_left
640.651,9.8,battus,3,facsimiles,blue_HW_left
640.983,9.79,battus,3,facsimiles,blue_HW_left
641.315,9.84,battus,3,facsimiles,blue_HW_left
641.647,9.85,battus,3,facsimiles,blue_HW_left
641.979,9.83,battus,3,facsimiles,blue_HW_left
642.311,9.84,battus,3,facsimiles,blue_HW_left
642.643,9.87,battus,3,facsimiles,blue_HW_left
642.975,9.87,battus,3,facsimiles,blue_HW_left
643.306,9.92,battus,3,facsimiles,blue_HW_left
643.638,9.92,battus,3,facsimiles,blue_HW_left
643.97,9.94,battus,3,facsimiles,blue_HW_left
644.301,9.97,battus,3,facsimiles,blue_HW_left
644.633,10.01,battus,3,facsimiles,blue_HW_left
644.964,10.02,battus,3,facsimiles,blue_HW_left
645.296,10.02,battus,3,facsimiles,blue_HW_left
645.627,10.05,battus,3,facsimiles,blue_HW_left
645.959,10.04,battus,3,facsimiles,blue_HW_left
646.29,10.04,battus,3,facsimiles,blue_HW_left
646.621,10.06,battus,3,facsimiles,blue_HW_left
646.952,10.05,battus,3,facsimiles,blue_HW_left
647.284,10.04,battus,3,facsimiles,blue_HW_left
647.615,10.05,battus,3,facsimiles,blue_HW_left
647.946,10.03,battus,3,facsimiles,blue_HW_left
648.277,10.03,battus,3,facsimiles,blue_HW_left
648.608,10.1,battus,3,facsimiles,blue_HW_left
648.939,10.18,battus,3,facsimiles,blue_HW_left
649.27,10.24,battus,3,facsimiles,blue_HW_left
649.601,10.27,battus,3,facsimiles,blue_HW_left
649.931,10.25,battus,3,facsimiles,blue_HW_left
650.262,10.28,battus,3,facsimiles,blue_HW_left
650.593,10.32,battus,3,facsimiles,blue_HW_left
650.924,10.42,battus,3,facsimiles,blue_HW_left
651.254,10.43,battus,3,facsimiles,blue_HW_left
651.585,10.44,battus,3,facsimiles,blue_HW_left
651.915,10.49,battus,3,facsimiles,blue_HW_left
652.246,10.51,battus,3,facsimiles,blue_HW_left
652.576,10.45,battus,3,facsimiles,blue_HW_left
652.907,10.45,battus,3,facsimiles,blue_HW_left
653.237,10.52,battus,3,facsimiles,blue_HW_left
653.568,10.57,battus,3,facsimiles,blue_HW_left
653.898,10.54,battus,3,facsimiles,blue_HW_left
654.228,10.52,battus,3,facsimiles,blue_HW_left
654.558,10.57,battus,3,facsimiles,blue_HW_left
654.888,10.63,battus,3,facsimiles,blue_HW_left
655.219,10.7,battus,3,facsimiles,blue_HW_left
655.549,10.78,battus,3,facsimiles,blue_HW_left
655.879,10.77,battus,3,facsimiles,blue_HW_left
656.209,10.81,battus,3,facsimiles,blue_HW_left
656.539,10.81,battus,3,facsimiles,blue_HW_left
656.868,10.8,battus,3,facsimiles,blue_HW_left
657.198,10.84,battus,3,facsimiles,blue_HW_left
657.528,10.88,battus,3,facsimiles,blue_HW_left
657.858,10.93,battus,3,facsimiles,blue_HW_left
658.188,10.92,battus,3,facsimiles,blue_HW_left
658.517,10.93,battus,3,facsimiles,blue_HW_left
658.847,10.93,battus,3,facsimiles,blue_HW_left
659.176,10.93,battus,3,facsimiles,blue_HW_left
659.506,10.95,battus,3,facsimiles,blue_HW_left
659.835,10.96,battus,3,facsimiles,blue_HW_left
660.165,10.97,battus,3,facsimiles,blue_HW_left
660.494,10.98,battus,3,facsimiles,blue_HW_left
660.824,10.97,battus,3,facsimiles,blue_HW_left
661.153,10.97,battus,3,facsimiles,blue_HW_left
661.482,10.95,battus,3,facsimiles,blue_HW_left
661.811,10.94,battus,3,facsimiles,blue_HW_left
662.14,10.92,battus,3,facsimiles,blue_HW_left
662.47,10.91,battus,3,facsimiles,blue_HW_left
662.799,10.91,battus,3,facsimiles,blue_HW_left
663.128,10.89,battus,3,facsimiles,blue_HW_left
663.457,10.88,battus,3,facsimiles,blue_HW_left
663.786,10.88,battus,3,facsimiles,blue_HW_left
664.114,10.87,battus,3,facsimiles,blue_HW_left
664.443,10.9,battus,3,facsimiles,blue_HW_left
664.772,10.9,battus,3,facsimiles,blue_HW_left
665.101,10.95,battus,3,facsimiles,blue_HW_left
665.43,11.03,battus,3,facsimiles,blue_HW_left
665.758,11.14,battus,3,facsimiles,blue_HW_left
666.087,11.21,battus,3,facsimiles,blue_HW_left
666.415,11.26,battus,3,facsimiles,blue_HW_left
666.744,11.32,battus,3,facsimiles,blue_HW_left
667.072,11.44,battus,3,facsimiles,blue_HW_left
667.401,11.52,battus,3,facsimiles,blue_HW_left
667.729,11.69,battus,3,facsimiles,blue_HW_left
668.058,11.73,battus,3,facsimiles,blue_HW_left
668.386,11.79,battus,3,facsimiles,blue_HW_left
668.714,11.82,battus,3,facsimiles,blue_HW_left
669.042,11.84,battus,3,facsimiles,blue_HW_left
669.371,11.85,battus,3,facsimiles,blue_HW_left
669.699,11.85,battus,3,facsimiles,blue_HW_left
670.027,11.81,battus,3,facsimiles,blue_HW_left
670.355,11.76,battus,3,facsimiles,blue_HW_left
670.683,11.75,battus,3,facsimiles,blue_HW_left
671.011,11.73,battus,3,facsimiles,blue_HW_left
671.339,11.67,battus,3,facsimiles,blue_HW_left
671.666,11.72,battus,3,facsimiles,blue_HW_left
671.994,11.75,battus,3,facsimiles,blue_HW_left
672.322,11.71,battus,3,facsimiles,blue_HW_left
672.65,11.69,battus,3,facsimiles,blue_HW_left
672.977,11.66,battus,3,facsimiles,blue_HW_left
673.305,11.66,battus,3,facsimiles,blue_HW_left
673.633,11.65,battus,3,facsimiles,blue_HW_left
673.96,11.71,battus,3,facsimiles,blue_HW_left
674.288,11.7,battus,3,facsimiles,blue_HW_left
674.615,11.73,battus,3,facsimiles,blue_HW_left
674.943,11.7,battus,3,facsimiles,blue_HW_left
675.27,11.62,battus,3,facsimiles,blue_HW_left
675.597,11.66,battus,3,facsimiles,blue_HW_left
675.924,11.65,battus,3,facsimiles,blue_HW_left
676.252,11.65,battus,3,facsimiles,blue_HW_left
676.579,11.65,battus,3,facsimiles,blue_HW_left
676.906,11.68,battus,3,facsimiles,blue_HW_left
677.233,11.69,battus,3,facsimiles,blue_HW_left
677.56,11.66,battus,3,facsimiles,blue_HW_left
677.887,11.62,battus,3,facsimiles,blue_HW_left
678.214,11.57,battus,3,facsimiles,blue_HW_left
678.541,11.64,battus,3,facsimiles,blue_HW_left
678.868,11.7,battus,3,facsimiles,blue_HW_left
679.195,11.63,battus,3,facsimiles,blue_HW_left
679.521,11.68,battus,3,facsimiles,blue_HW_left
679.848,11.65,battus,3,facsimiles,blue_HW_left
680.175,11.63,battus,3,facsimiles,blue_HW_left
680.501,11.57,battus,3,facsimiles,blue_HW_left
680.828,11.53,battus,3,facsimiles,blue_HW_left
681.154,11.6,battus,3,facsimiles,blue_HW_left
681.481,11.57,battus,3,facsimiles,blue_HW_left
681.807,11.56,battus,3,facsimiles,blue_HW_left
682.134,11.49,battus,3,facsimiles,blue_HW_left
682.46,11.44,battus,3,facsimiles,blue_HW_left
682.787,11.42,battus,3,facsimiles,blue_HW_left
683.113,11.34,battus,3,facsimiles,blue_HW_left
683.439,11.27,battus,3,facsimiles,blue_HW_left
683.765,11.21,battus,3,facsimiles,blue_HW_left
684.091,11.19,battus,3,facsimiles,blue_HW_left
684.417,11.18,battus,3,facsimiles,blue_HW_left
684.743,11.07,battus,3,facsimiles,blue_HW_left
685.069,11.12,battus,3,facsimiles,blue_HW_left
685.395,11.08,battus,3,facsimiles,blue_HW_left
685.721,11.03,battus,3,facsimiles,blue_HW_left
686.047,10.99,battus,3,facsimiles,blue_HW_left
686.373,11.05,battus,3,facsimiles,blue_HW_left
686.699,11.08,battus,3,facsimiles,blue_HW_left
687.024,11.15,battus,3,facsimiles,blue_HW_left
687.35,11.16,battus,3,facsimiles,blue_HW_left
687.676,11.11,battus,3,facsimiles,blue_HW_left
688.001,11.12,battus,3,facsimiles,blue_HW_left
688.327,11.12,battus,3,facsimiles,blue_HW_left
688.652,11.06,battus,3,facsimiles,blue_HW_left
688.978,11.09,battus,3,facsimiles,blue_HW_left
689.303,11.13,battus,3,facsimiles,blue_HW_left
689.629,11.17,battus,3,facsimiles,blue_HW_left
689.954,11.03,battus,3,facsimiles,blue_HW_left
690.279,10.95,battus,3,facsimiles,blue_HW_left
690.604,10.9,battus,3,facsimiles,blue_HW_left
690.93,10.89,battus,3,facsimiles,blue_HW_left
691.255,10.94,battus,3,facsimiles,blue_HW_left
691.58,10.95,battus,3,facsimiles,blue_HW_left
691.905,10.96,battus,3,facsimiles,blue_HW_left
692.23,10.98,battus,3,facsimiles,blue_HW_left
692.555,10.92,battus,3,facsimiles,blue_HW_left
692.88,10.85,battus,3,facsimiles,blue_HW_left
693.204,10.84,battus,3,facsimiles,blue_HW_left
693.529,10.85,battus,3,facsimiles,blue_HW_left
693.854,10.89,battus,3,facsimiles,blue_HW_left
694.179,10.91,battus,3,facsimiles,blue_HW_left
694.503,10.89,battus,3,facsimiles,blue_HW_left
694.828,10.88,battus,3,facsimiles,blue_HW_left
695.153,10.83,battus,3,facsimiles,blue_HW_left
695.477,10.78,battus,3,facsimiles,blue_HW_left
695.802,10.76,battus,3,facsimiles,blue_HW_left
696.126,10.77,battus,3,facsimiles,blue_HW_left
696.451,10.81,battus,3,facsimiles,blue_HW_left
696.775,10.75,battus,3,facsimiles,blue_HW_left
697.099,10.73,battus,3,facsimiles,blue_HW_left
697.423,10.65,battus,3,facsimiles,blue_HW_left
697.748,10.55,battus,3,facsimiles,blue_HW_left
698.072,10.55,battus,3,facsimiles,blue_HW_left
698.396,10.52,battus,3,facsimiles,blue_HW_left
698.72,10.51,battus,3,facsimiles,blue_HW_left
699.044,10.47,battus,3,facsimiles,blue_HW_left
699.368,10.43,battus,3,facsimiles,blue_HW_left
699.692,10.36,battus,3,facsimiles,blue_HW_left
700.016,10.32,battus,3,facsimiles,blue_HW_left
700.34,10.26,battus,3,facsimiles,blue_HW_left
700.664,10.31,battus,3,facsimiles,blue_HW_left
700.987,10.29,battus,3,facsimiles,blue_HW_left
701.311,10.26,battus,3,facsimiles,blue_HW_left
701.635,10.21,battus,3,facsimiles,blue_HW_left
701.958,10.15,battus,3,facsimiles,blue_HW_left
702.282,10.14,battus,3,facsimiles,blue_HW_left
702.606,10.23,battus,3,facsimiles,blue_HW_left
702.929,10.27,battus,3,facsimiles,blue_HW_left
703.252,10.25,battus,3,facsimiles,blue_HW_left
703.576,10.29,battus,3,facsimiles,blue_HW_left
703.899,10.28,battus,3,facsimiles,blue_HW_left
704.223,10.2,battus,3,facsimiles,blue_HW_left
704.546,10.27,battus,3,facsimiles,blue_HW_left
704.869,10.27,battus,3,facsimiles,blue_HW_left
705.192,10.24,battus,3,facsimiles,blue_HW_left
705.515,10.31,battus,3,facsimiles,blue_HW_left
705.838,10.3,battus,3,facsimiles,blue_HW_left
706.161,10.26,battus,3,facsimiles,blue_HW_left
706.484,10.22,battus,3,facsimiles,blue_HW_left
706.807,10.21,battus,3,facsimiles,blue_HW_left
707.13,10.15,battus,3,facsimiles,blue_HW_left
707.453,10.18,battus,3,facsimiles,blue_HW_left
707.776,10.14,battus,3,facsimiles,blue_HW_left
708.099,10.08,battus,3,facsimiles,blue_HW_left
708.421,10.13,battus,3,facsimiles,blue_HW_left
708.744,10.19,battus,3,facsimiles,blue_HW_left
709.067,10.13,battus,3,facsimiles,blue_HW_left
709.389,10.06,battus,3,facsimiles,blue_HW_left
709.712,9.95,battus,3,facsimiles,blue_HW_left
710.034,9.94,battus,3,facsimiles,blue_HW_left
710.357,9.89,battus,3,facsimiles,blue_HW_left
710.679,9.85,battus,3,facsimiles,blue_HW_left
711.001,9.86,battus,3,facsimiles,blue_HW_left
711.324,9.82,battus,3,facsimiles,blue_HW_left
711.646,9.83,battus,3,facsimiles,blue_HW_left
711.968,9.77,battus,3,facsimiles,blue_HW_left
712.29,9.77,battus,3,facsimiles,blue_HW_left
712.612,9.83,battus,3,facsimiles,blue_HW_left
712.935,9.88,battus,3,facsimiles,blue_HW_left
713.257,9.92,battus,3,facsimiles,blue_HW_left
713.579,9.87,battus,3,facsimiles,blue_HW_left
713.9,9.88,battus,3,facsimiles,blue_HW_left
714.222,9.98,battus,3,facsimiles,blue_HW_left
714.544,9.94,battus,3,facsimiles,blue_HW_left
714.866,10.01,battus,3,facsimiles,blue_HW_left
715.188,10,battus,3,facsimiles,blue_HW_left
715.509,10.02,battus,3,facsimiles,blue_HW_left
715.831,9.98,battus,3,facsimiles,blue_HW_left
716.153,9.89,battus,3,facsimiles,blue_HW_left
716.474,9.86,battus,3,facsimiles,blue_HW_left
716.796,9.91,battus,3,facsimiles,blue_HW_left
717.117,9.92,battus,3,facsimiles,blue_HW_left
717.439,9.96,battus,3,facsimiles,blue_HW_left
717.76,9.91,battus,3,facsimiles,blue_HW_left
718.081,9.98,battus,3,facsimiles,blue_HW_left
718.403,10.01,battus,3,facsimiles,blue_HW_left
718.724,10.1,battus,3,facsimiles,blue_HW_left
719.045,10.17,battus,3,facsimiles,blue_HW_left
719.366,10.21,battus,3,facsimiles,blue_HW_left
719.687,10.26,battus,3,facsimiles,blue_HW_left
720.009,10.32,battus,3,facsimiles,blue_HW_left
720.33,10.31,battus,3,facsimiles,blue_HW_left
720.651,10.37,battus,3,facsimiles,blue_HW_left
720.971,10.42,battus,3,facsimiles,blue_HW_left
721.292,10.46,battus,3,facsimiles,blue_HW_left
721.613,10.44,battus,3,facsimiles,blue_HW_left
721.934,10.4,battus,3,facsimiles,blue_HW_left
722.255,10.39,battus,3,facsimiles,blue_HW_left
722.575,10.36,battus,3,facsimiles,blue_HW_left
722.896,10.38,battus,3,facsimiles,blue_HW_left
723.217,10.49,battus,3,facsimiles,blue_HW_left
723.537,10.56,battus,3,facsimiles,blue_HW_left
723.858,10.61,battus,3,facsimiles,blue_HW_left
724.178,10.66,battus,3,facsimiles,blue_HW_left
724.499,10.8,battus,3,facsimiles,blue_HW_left
724.819,10.84,battus,3,facsimiles,blue_HW_left
725.139,10.97,battus,3,facsimiles,blue_HW_left
725.46,11.09,battus,3,facsimiles,blue_HW_left
725.78,11.15,battus,3,facsimiles,blue_HW_left
726.1,11.27,battus,3,facsimiles,blue_HW_left
726.42,11.27,battus,3,facsimiles,blue_HW_left
726.74,11.26,battus,3,facsimiles,blue_HW_left
727.06,11.27,battus,3,facsimiles,blue_HW_left
727.38,11.28,battus,3,facsimiles,blue_HW_left
727.7,11.25,battus,3,facsimiles,blue_HW_left
728.02,11.19,battus,3,facsimiles,blue_HW_left
728.34,11.23,battus,3,facsimiles,blue_HW_left
728.66,11.2,battus,3,facsimiles,blue_HW_left
728.98,11.23,battus,3,facsimiles,blue_HW_left
729.299,11.32,battus,3,facsimiles,blue_HW_left
729.619,11.35,battus,3,facsimiles,blue_HW_left
729.939,11.41,battus,3,facsimiles,blue_HW_left
730.258,11.47,battus,3,facsimiles,blue_HW_left
730.578,11.61,battus,3,facsimiles,blue_HW_left
730.897,11.75,battus,3,facsimiles,blue_HW_left
731.217,11.89,battus,3,facsimiles,blue_HW_left
731.536,11.95,battus,3,facsimiles,blue_HW_left
731.856,11.99,battus,3,facsimiles,blue_HW_left
732.175,12.06,battus,3,facsimiles,blue_HW_left
732.494,12.19,battus,3,facsimiles,blue_HW_left
732.814,12.27,battus,3,facsimiles,blue_HW_left
733.133,12.3,battus,3,facsimiles,blue_HW_left
733.452,12.48,battus,3,facsimiles,blue_HW_left
733.771,12.59,battus,3,facsimiles,blue_HW_left
