wavelength,reflectance,species,sample.number,specimen.type,measurement.type
321.555,12.4,battus,2,facsimiles,blue_HW_left
321.926,12.33,battus,2,facsimiles,blue_HW_left
322.297,12.34,battus,2,facsimiles,blue_HW_left
322.667,12.32,battus,2,facsimiles,blue_HW_left
323.038,12.38,battus,2,facsimiles,blue_HW_left
323.409,12.36,battus,2,facsimiles,blue_HW_left
323.78,12.36,battus,2,facsimiles,blue_HW_left
324.151,12.33,battus,2,facsimiles,blue_HW_left
324.521,12.36,battus,2,facsimiles,blue_HW_left
324.892,12.32,battus,2,facsimiles,blue_HW_left
325.262,12.25,battus,2,facsimiles,blue_HW_left
325.633,12.24,battus,2,facsimiles,blue_HW_left
326.004,12.2,battus,2,facsimiles,blue_HW_left
326.374,12.17,battus,2,facsimiles,blue_HW_left
326.744,12.16,battus,2,facsimiles,blue_HW_left
327.115,12.06,battus,2,facsimiles,blue_HW_left
327.485,12.05,battus,2,facsimiles,blue_HW_left
327.855,12,battus,2,facsimiles,blue_HW_left
328.226,11.98,battus,2,facsimiles,blue_HW_left
328.596,11.95,battus,2,facsimiles,blue_HW_left
328.966,11.93,battus,2,facsimiles,blue_HW_left
329.336,11.86,battus,2,facsimiles,blue_HW_left
329.706,11.86,battus,2,facsimiles,blue_HW_left
330.076,11.85,battus,2,facsimiles,blue_HW_left
330.447,11.81,battus,2,facsimiles,blue_HW_left
330.816,11.78,battus,2,facsimiles,blue_HW_left
331.186,11.71,battus,2,facsimiles,blue_HW_left
331.556,11.7,battus,2,facsimiles,blue_HW_left
331.926,11.77,battus,2,facsimiles,blue_HW_left
332.296,11.81,battus,2,facsimiles,blue_HW_left
332.666,11.83,battus,2,facsimiles,blue_HW_left
333.036,11.83,battus,2,facsimiles,blue_HW_left
333.405,11.84,battus,2,facsimiles,blue_HW_left
333.775,11.86,battus,2,facsimiles,blue_HW_left
334.144,11.81,battus,2,facsimiles,blue_HW_left
334.514,11.81,battus,2,facsimiles,blue_HW_left
334.884,11.82,battus,2,facsimiles,blue_HW_left
335.253,11.85,battus,2,facsimiles,blue_HW_left
335.623,11.84,battus,2,facsimiles,blue_HW_left
335.992,11.72,battus,2,facsimiles,blue_HW_left
336.361,11.63,battus,2,facsimiles,blue_HW_left
336.731,11.65,battus,2,facsimiles,blue_HW_left
337.1,11.59,battus,2,facsimiles,blue_HW_left
337.469,11.63,battus,2,facsimiles,blue_HW_left
337.838,11.56,battus,2,facsimiles,blue_HW_left
338.208,11.63,battus,2,facsimiles,blue_HW_left
338.577,11.62,battus,2,facsimiles,blue_HW_left
338.946,11.59,battus,2,facsimiles,blue_HW_left
339.315,11.6,battus,2,facsimiles,blue_HW_left
339.684,11.6,battus,2,facsimiles,blue_HW_left
340.053,11.68,battus,2,facsimiles,blue_HW_left
340.422,11.73,battus,2,facsimiles,blue_HW_left
340.79,11.72,battus,2,facsimiles,blue_HW_left
341.159,11.76,battus,2,facsimiles,blue_HW_left
341.528,11.71,battus,2,facsimiles,blue_HW_left
341.897,11.85,battus,2,facsimiles,blue_HW_left
342.266,11.8,battus,2,facsimiles,blue_HW_left
342.634,11.83,battus,2,facsimiles,blue_HW_left
343.003,11.84,battus,2,facsimiles,blue_HW_left
343.371,11.87,battus,2,facsimiles,blue_HW_left
343.74,11.95,battus,2,facsimiles,blue_HW_left
344.108,11.95,battus,2,facsimiles,blue_HW_left
344.477,12.03,battus,2,facsimiles,blue_HW_left
344.845,12.07,battus,2,facsimiles,blue_HW_left
345.214,12.12,battus,2,facsimiles,blue_HW_left
345.582,12.18,battus,2,facsimiles,blue_HW_left
345.95,12.11,battus,2,facsimiles,blue_HW_left
346.319,12.23,battus,2,facsimiles,blue_HW_left
346.687,12.25,battus,2,facsimiles,blue_HW_left
347.055,12.22,battus,2,facsimiles,blue_HW_left
347.423,12.2,battus,2,facsimiles,blue_HW_left
347.791,12.18,battus,2,facsimiles,blue_HW_left
348.159,12.09,battus,2,facsimiles,blue_HW_left
348.527,12.06,battus,2,facsimiles,blue_HW_left
348.895,12.02,battus,2,facsimiles,blue_HW_left
349.263,12.05,battus,2,facsimiles,blue_HW_left
349.631,12.04,battus,2,facsimiles,blue_HW_left
349.999,12.1,battus,2,facsimiles,blue_HW_left
350.367,12.06,battus,2,facsimiles,blue_HW_left
350.734,12.06,battus,2,facsimiles,blue_HW_left
351.102,12.08,battus,2,facsimiles,blue_HW_left
351.47,12.15,battus,2,facsimiles,blue_HW_left
351.837,12.16,battus,2,facsimiles,blue_HW_left
352.205,12.27,battus,2,facsimiles,blue_HW_left
352.573,12.28,battus,2,facsimiles,blue_HW_left
352.94,12.32,battus,2,facsimiles,blue_HW_left
353.308,12.37,battus,2,facsimiles,blue_HW_left
353.675,12.39,battus,2,facsimiles,blue_HW_left
354.042,12.38,battus,2,facsimiles,blue_HW_left
354.41,12.37,battus,2,facsimiles,blue_HW_left
354.777,12.43,battus,2,facsimiles,blue_HW_left
355.144,12.51,battus,2,facsimiles,blue_HW_left
355.511,12.6,battus,2,facsimiles,blue_HW_left
355.879,12.67,battus,2,facsimiles,blue_HW_left
356.246,12.71,battus,2,facsimiles,blue_HW_left
356.613,12.8,battus,2,facsimiles,blue_HW_left
356.98,12.84,battus,2,facsimiles,blue_HW_left
357.347,12.79,battus,2,facsimiles,blue_HW_left
357.714,12.86,battus,2,facsimiles,blue_HW_left
358.081,12.93,battus,2,facsimiles,blue_HW_left
358.448,13.03,battus,2,facsimiles,blue_HW_left
358.815,13.02,battus,2,facsimiles,blue_HW_left
359.181,13.15,battus,2,facsimiles,blue_HW_left
359.548,13.16,battus,2,facsimiles,blue_HW_left
359.915,13.21,battus,2,facsimiles,blue_HW_left
360.282,13.25,battus,2,facsimiles,blue_HW_left
360.648,13.22,battus,2,facsimiles,blue_HW_left
361.015,13.29,battus,2,facsimiles,blue_HW_left
361.381,13.4,battus,2,facsimiles,blue_HW_left
361.748,13.44,battus,2,facsimiles,blue_HW_left
362.114,13.46,battus,2,facsimiles,blue_HW_left
362.481,13.52,battus,2,facsimiles,blue_HW_left
362.847,13.65,battus,2,facsimiles,blue_HW_left
363.214,13.6,battus,2,facsimiles,blue_HW_left
363.58,13.65,battus,2,facsimiles,blue_HW_left
363.946,13.66,battus,2,facsimiles,blue_HW_left
364.312,13.69,battus,2,facsimiles,blue_HW_left
364.678,13.75,battus,2,facsimiles,blue_HW_left
365.045,13.84,battus,2,facsimiles,blue_HW_left
365.411,13.92,battus,2,facsimiles,blue_HW_left
365.777,13.95,battus,2,facsimiles,blue_HW_left
366.143,14,battus,2,facsimiles,blue_HW_left
366.509,13.97,battus,2,facsimiles,blue_HW_left
366.875,13.97,battus,2,facsimiles,blue_HW_left
367.241,14.1,battus,2,facsimiles,blue_HW_left
367.606,14.16,battus,2,facsimiles,blue_HW_left
367.972,14.24,battus,2,facsimiles,blue_HW_left
368.338,14.31,battus,2,facsimiles,blue_HW_left
368.704,14.38,battus,2,facsimiles,blue_HW_left
369.069,14.37,battus,2,facsimiles,blue_HW_left
369.435,14.39,battus,2,facsimiles,blue_HW_left
369.801,14.45,battus,2,facsimiles,blue_HW_left
370.166,14.57,battus,2,facsimiles,blue_HW_left
370.532,14.68,battus,2,facsimiles,blue_HW_left
370.897,14.73,battus,2,facsimiles,blue_HW_left
371.263,14.73,battus,2,facsimiles,blue_HW_left
371.628,14.71,battus,2,facsimiles,blue_HW_left
371.993,14.79,battus,2,facsimiles,blue_HW_left
372.359,14.83,battus,2,facsimiles,blue_HW_left
372.724,14.89,battus,2,facsimiles,blue_HW_left
373.089,15.01,battus,2,facsimiles,blue_HW_left
373.454,15.13,battus,2,facsimiles,blue_HW_left
373.82,15.27,battus,2,facsimiles,blue_HW_left
374.185,15.34,battus,2,facsimiles,blue_HW_left
374.55,15.47,battus,2,facsimiles,blue_HW_left
374.915,15.71,battus,2,facsimiles,blue_HW_left
375.28,15.87,battus,2,facsimiles,blue_HW_left
375.645,16.1,battus,2,facsimiles,blue_HW_left
376.01,16.23,battus,2,facsimiles,blue_HW_left
376.374,16.4,battus,2,facsimiles,blue_HW_left
376.739,16.56,battus,2,facsimiles,blue_HW_left
377.104,16.66,battus,2,facsimiles,blue_HW_left
377.469,16.78,battus,2,facsimiles,blue_HW_left
377.833,16.92,battus,2,facsimiles,blue_HW_left
378.198,17.05,battus,2,facsimiles,blue_HW_left
378.563,17.19,battus,2,facsimiles,blue_HW_left
378.927,17.23,battus,2,facsimiles,blue_HW_left
379.292,17.31,battus,2,facsimiles,blue_HW_left
379.656,17.41,battus,2,facsimiles,blue_HW_left
380.021,17.56,battus,2,facsimiles,blue_HW_left
380.385,17.72,battus,2,facsimiles,blue_HW_left
380.749,17.84,battus,2,facsimiles,blue_HW_left
381.114,18.03,battus,2,facsimiles,blue_HW_left
381.478,18.19,battus,2,facsimiles,blue_HW_left
381.842,18.36,battus,2,facsimiles,blue_HW_left
382.206,18.52,battus,2,facsimiles,blue_HW_left
382.571,18.71,battus,2,facsimiles,blue_HW_left
382.935,18.87,battus,2,facsimiles,blue_HW_left
383.299,19.15,battus,2,facsimiles,blue_HW_left
383.663,19.38,battus,2,facsimiles,blue_HW_left
384.027,19.59,battus,2,facsimiles,blue_HW_left
384.391,19.76,battus,2,facsimiles,blue_HW_left
384.755,20,battus,2,facsimiles,blue_HW_left
385.118,20.22,battus,2,facsimiles,blue_HW_left
385.482,20.52,battus,2,facsimiles,blue_HW_left
385.846,20.73,battus,2,facsimiles,blue_HW_left
386.21,20.98,battus,2,facsimiles,blue_HW_left
386.573,21.19,battus,2,facsimiles,blue_HW_left
386.937,21.46,battus,2,facsimiles,blue_HW_left
387.301,21.65,battus,2,facsimiles,blue_HW_left
387.664,21.87,battus,2,facsimiles,blue_HW_left
388.028,22.05,battus,2,facsimiles,blue_HW_left
388.391,22.3,battus,2,facsimiles,blue_HW_left
388.755,22.53,battus,2,facsimiles,blue_HW_left
389.118,22.74,battus,2,facsimiles,blue_HW_left
389.481,22.9,battus,2,facsimiles,blue_HW_left
389.845,23.1,battus,2,facsimiles,blue_HW_left
390.208,23.32,battus,2,facsimiles,blue_HW_left
390.571,23.56,battus,2,facsimiles,blue_HW_left
390.934,23.79,battus,2,facsimiles,blue_HW_left
391.298,23.98,battus,2,facsimiles,blue_HW_left
391.661,24.17,battus,2,facsimiles,blue_HW_left
392.024,24.44,battus,2,facsimiles,blue_HW_left
392.387,24.66,battus,2,facsimiles,blue_HW_left
392.75,24.89,battus,2,facsimiles,blue_HW_left
393.113,25.15,battus,2,facsimiles,blue_HW_left
393.476,25.46,battus,2,facsimiles,blue_HW_left
393.838,25.76,battus,2,facsimiles,blue_HW_left
394.201,25.98,battus,2,facsimiles,blue_HW_left
394.564,26.18,battus,2,facsimiles,blue_HW_left
394.927,26.39,battus,2,facsimiles,blue_HW_left
395.289,26.63,battus,2,facsimiles,blue_HW_left
395.652,26.92,battus,2,facsimiles,blue_HW_left
396.015,27.16,battus,2,facsimiles,blue_HW_left
396.377,27.43,battus,2,facsimiles,blue_HW_left
396.74,27.64,battus,2,facsimiles,blue_HW_left
397.102,27.84,battus,2,facsimiles,blue_HW_left
397.465,27.96,battus,2,facsimiles,blue_HW_left
397.827,28.22,battus,2,facsimiles,blue_HW_left
398.189,28.49,battus,2,facsimiles,blue_HW_left
398.552,28.77,battus,2,facsimiles,blue_HW_left
398.914,29.01,battus,2,facsimiles,blue_HW_left
399.276,29.24,battus,2,facsimiles,blue_HW_left
399.638,29.46,battus,2,facsimiles,blue_HW_left
400,29.64,battus,2,facsimiles,blue_HW_left
400.363,29.79,battus,2,facsimiles,blue_HW_left
400.725,30,battus,2,facsimiles,blue_HW_left
401.087,30.17,battus,2,facsimiles,blue_HW_left
401.449,30.38,battus,2,facsimiles,blue_HW_left
401.81,30.49,battus,2,facsimiles,blue_HW_left
402.172,30.68,battus,2,facsimiles,blue_HW_left
402.534,30.83,battus,2,facsimiles,blue_HW_left
402.896,30.96,battus,2,facsimiles,blue_HW_left
403.258,31.14,battus,2,facsimiles,blue_HW_left
403.619,31.26,battus,2,facsimiles,blue_HW_left
403.981,31.47,battus,2,facsimiles,blue_HW_left
404.343,31.68,battus,2,facsimiles,blue_HW_left
404.704,31.84,battus,2,facsimiles,blue_HW_left
405.066,32.05,battus,2,facsimiles,blue_HW_left
405.427,32.28,battus,2,facsimiles,blue_HW_left
405.789,32.5,battus,2,facsimiles,blue_HW_left
406.15,32.58,battus,2,facsimiles,blue_HW_left
406.512,32.67,battus,2,facsimiles,blue_HW_left
406.873,32.86,battus,2,facsimiles,blue_HW_left
407.234,32.99,battus,2,facsimiles,blue_HW_left
407.596,33.07,battus,2,facsimiles,blue_HW_left
407.957,33.14,battus,2,facsimiles,blue_HW_left
408.318,33.29,battus,2,facsimiles,blue_HW_left
408.679,33.45,battus,2,facsimiles,blue_HW_left
409.04,33.53,battus,2,facsimiles,blue_HW_left
409.401,33.57,battus,2,facsimiles,blue_HW_left
409.762,33.64,battus,2,facsimiles,blue_HW_left
410.123,33.81,battus,2,facsimiles,blue_HW_left
410.484,33.94,battus,2,facsimiles,blue_HW_left
410.845,34.11,battus,2,facsimiles,blue_HW_left
411.206,34.21,battus,2,facsimiles,blue_HW_left
411.567,34.38,battus,2,facsimiles,blue_HW_left
411.927,34.48,battus,2,facsimiles,blue_HW_left
412.288,34.55,battus,2,facsimiles,blue_HW_left
412.649,34.78,battus,2,facsimiles,blue_HW_left
413.009,34.9,battus,2,facsimiles,blue_HW_left
413.37,35.01,battus,2,facsimiles,blue_HW_left
413.731,35.11,battus,2,facsimiles,blue_HW_left
414.091,35.17,battus,2,facsimiles,blue_HW_left
414.452,35.26,battus,2,facsimiles,blue_HW_left
414.812,35.35,battus,2,facsimiles,blue_HW_left
415.172,35.45,battus,2,facsimiles,blue_HW_left
415.533,35.53,battus,2,facsimiles,blue_HW_left
415.893,35.61,battus,2,facsimiles,blue_HW_left
416.253,35.58,battus,2,facsimiles,blue_HW_left
416.613,35.51,battus,2,facsimiles,blue_HW_left
416.974,35.56,battus,2,facsimiles,blue_HW_left
417.334,35.59,battus,2,facsimiles,blue_HW_left
417.694,35.57,battus,2,facsimiles,blue_HW_left
418.054,35.56,battus,2,facsimiles,blue_HW_left
418.414,35.6,battus,2,facsimiles,blue_HW_left
418.774,35.52,battus,2,facsimiles,blue_HW_left
419.134,35.51,battus,2,facsimiles,blue_HW_left
419.494,35.52,battus,2,facsimiles,blue_HW_left
419.853,35.5,battus,2,facsimiles,blue_HW_left
420.213,35.58,battus,2,facsimiles,blue_HW_left
420.573,35.58,battus,2,facsimiles,blue_HW_left
420.933,35.59,battus,2,facsimiles,blue_HW_left
421.292,35.63,battus,2,facsimiles,blue_HW_left
421.652,35.71,battus,2,facsimiles,blue_HW_left
422.011,35.71,battus,2,facsimiles,blue_HW_left
422.371,35.71,battus,2,facsimiles,blue_HW_left
422.73,35.77,battus,2,facsimiles,blue_HW_left
423.09,35.83,battus,2,facsimiles,blue_HW_left
423.449,35.86,battus,2,facsimiles,blue_HW_left
423.809,35.98,battus,2,facsimiles,blue_HW_left
424.168,36.11,battus,2,facsimiles,blue_HW_left
424.527,36.24,battus,2,facsimiles,blue_HW_left
424.887,36.38,battus,2,facsimiles,blue_HW_left
425.246,36.47,battus,2,facsimiles,blue_HW_left
425.605,36.56,battus,2,facsimiles,blue_HW_left
425.964,36.73,battus,2,facsimiles,blue_HW_left
426.323,36.87,battus,2,facsimiles,blue_HW_left
426.682,37,battus,2,facsimiles,blue_HW_left
427.041,37.15,battus,2,facsimiles,blue_HW_left
427.4,37.24,battus,2,facsimiles,blue_HW_left
427.759,37.35,battus,2,facsimiles,blue_HW_left
428.118,37.4,battus,2,facsimiles,blue_HW_left
428.477,37.39,battus,2,facsimiles,blue_HW_left
428.835,37.41,battus,2,facsimiles,blue_HW_left
429.194,37.38,battus,2,facsimiles,blue_HW_left
429.553,37.44,battus,2,facsimiles,blue_HW_left
429.911,37.45,battus,2,facsimiles,blue_HW_left
430.27,37.47,battus,2,facsimiles,blue_HW_left
430.629,37.5,battus,2,facsimiles,blue_HW_left
430.987,37.55,battus,2,facsimiles,blue_HW_left
431.346,37.58,battus,2,facsimiles,blue_HW_left
431.704,37.57,battus,2,facsimiles,blue_HW_left
432.062,37.57,battus,2,facsimiles,blue_HW_left
432.421,37.65,battus,2,facsimiles,blue_HW_left
432.779,37.7,battus,2,facsimiles,blue_HW_left
433.137,37.83,battus,2,facsimiles,blue_HW_left
433.496,37.88,battus,2,facsimiles,blue_HW_left
433.854,37.92,battus,2,facsimiles,blue_HW_left
434.212,37.99,battus,2,facsimiles,blue_HW_left
434.57,38.07,battus,2,facsimiles,blue_HW_left
434.928,38.12,battus,2,facsimiles,blue_HW_left
435.286,38.21,battus,2,facsimiles,blue_HW_left
435.644,38.33,battus,2,facsimiles,blue_HW_left
436.002,38.4,battus,2,facsimiles,blue_HW_left
436.36,38.47,battus,2,facsimiles,blue_HW_left
436.718,38.54,battus,2,facsimiles,blue_HW_left
437.075,38.61,battus,2,facsimiles,blue_HW_left
437.433,38.67,battus,2,facsimiles,blue_HW_left
437.791,38.77,battus,2,facsimiles,blue_HW_left
438.149,38.85,battus,2,facsimiles,blue_HW_left
438.506,38.88,battus,2,facsimiles,blue_HW_left
438.864,38.98,battus,2,facsimiles,blue_HW_left
439.221,39.03,battus,2,facsimiles,blue_HW_left
439.579,39.13,battus,2,facsimiles,blue_HW_left
439.936,39.32,battus,2,facsimiles,blue_HW_left
440.294,39.43,battus,2,facsimiles,blue_HW_left
440.651,39.57,battus,2,facsimiles,blue_HW_left
441.009,39.68,battus,2,facsimiles,blue_HW_left
441.366,39.79,battus,2,facsimiles,blue_HW_left
441.723,39.94,battus,2,facsimiles,blue_HW_left
442.08,40.01,battus,2,facsimiles,blue_HW_left
442.437,40.14,battus,2,facsimiles,blue_HW_left
442.795,40.23,battus,2,facsimiles,blue_HW_left
443.152,40.42,battus,2,facsimiles,blue_HW_left
443.509,40.54,battus,2,facsimiles,blue_HW_left
443.866,40.59,battus,2,facsimiles,blue_HW_left
444.223,40.71,battus,2,facsimiles,blue_HW_left
444.58,40.77,battus,2,facsimiles,blue_HW_left
444.936,40.82,battus,2,facsimiles,blue_HW_left
445.293,40.87,battus,2,facsimiles,blue_HW_left
445.65,40.91,battus,2,facsimiles,blue_HW_left
446.007,41.06,battus,2,facsimiles,blue_HW_left
446.363,41.12,battus,2,facsimiles,blue_HW_left
446.72,41.17,battus,2,facsimiles,blue_HW_left
447.077,41.2,battus,2,facsimiles,blue_HW_left
447.433,41.21,battus,2,facsimiles,blue_HW_left
447.79,41.23,battus,2,facsimiles,blue_HW_left
448.146,41.28,battus,2,facsimiles,blue_HW_left
448.503,41.31,battus,2,facsimiles,blue_HW_left
448.859,41.36,battus,2,facsimiles,blue_HW_left
449.215,41.45,battus,2,facsimiles,blue_HW_left
449.572,41.51,battus,2,facsimiles,blue_HW_left
449.928,41.46,battus,2,facsimiles,blue_HW_left
450.284,41.48,battus,2,facsimiles,blue_HW_left
450.641,41.42,battus,2,facsimiles,blue_HW_left
450.997,41.37,battus,2,facsimiles,blue_HW_left
451.353,41.43,battus,2,facsimiles,blue_HW_left
451.709,41.49,battus,2,facsimiles,blue_HW_left
452.065,41.43,battus,2,facsimiles,blue_HW_left
452.421,41.42,battus,2,facsimiles,blue_HW_left
452.777,41.42,battus,2,facsimiles,blue_HW_left
453.133,41.41,battus,2,facsimiles,blue_HW_left
453.488,41.41,battus,2,facsimiles,blue_HW_left
453.844,41.55,battus,2,facsimiles,blue_HW_left
454.2,41.56,battus,2,facsimiles,blue_HW_left
454.556,41.64,battus,2,facsimiles,blue_HW_left
454.911,41.78,battus,2,facsimiles,blue_HW_left
455.267,41.8,battus,2,facsimiles,blue_HW_left
455.623,41.82,battus,2,facsimiles,blue_HW_left
455.978,41.88,battus,2,facsimiles,blue_HW_left
456.334,41.97,battus,2,facsimiles,blue_HW_left
456.689,42.06,battus,2,facsimiles,blue_HW_left
457.045,42.11,battus,2,facsimiles,blue_HW_left
457.4,42.15,battus,2,facsimiles,blue_HW_left
457.755,42.1,battus,2,facsimiles,blue_HW_left
458.111,42.15,battus,2,facsimiles,blue_HW_left
458.466,42.17,battus,2,facsimiles,blue_HW_left
458.821,42.13,battus,2,facsimiles,blue_HW_left
459.176,42.12,battus,2,facsimiles,blue_HW_left
459.531,42.1,battus,2,facsimiles,blue_HW_left
459.886,42.08,battus,2,facsimiles,blue_HW_left
460.242,42.04,battus,2,facsimiles,blue_HW_left
460.597,41.98,battus,2,facsimiles,blue_HW_left
460.951,42,battus,2,facsimiles,blue_HW_left
461.306,41.9,battus,2,facsimiles,blue_HW_left
461.661,41.93,battus,2,facsimiles,blue_HW_left
462.016,41.95,battus,2,facsimiles,blue_HW_left
462.371,41.92,battus,2,facsimiles,blue_HW_left
462.726,41.95,battus,2,facsimiles,blue_HW_left
463.08,42.02,battus,2,facsimiles,blue_HW_left
463.435,42.02,battus,2,facsimiles,blue_HW_left
463.79,42.04,battus,2,facsimiles,blue_HW_left
464.144,42.02,battus,2,facsimiles,blue_HW_left
464.499,42.09,battus,2,facsimiles,blue_HW_left
464.853,42.06,battus,2,facsimiles,blue_HW_left
465.208,42.19,battus,2,facsimiles,blue_HW_left
465.562,42.15,battus,2,facsimiles,blue_HW_left
465.916,42.17,battus,2,facsimiles,blue_HW_left
466.271,42.24,battus,2,facsimiles,blue_HW_left
466.625,42.18,battus,2,facsimiles,blue_HW_left
466.979,42.14,battus,2,facsimiles,blue_HW_left
467.333,42.23,battus,2,facsimiles,blue_HW_left
467.688,42.29,battus,2,facsimiles,blue_HW_left
468.042,42.3,battus,2,facsimiles,blue_HW_left
468.396,42.23,battus,2,facsimiles,blue_HW_left
468.75,42.18,battus,2,facsimiles,blue_HW_left
469.104,42.2,battus,2,facsimiles,blue_HW_left
469.458,42.17,battus,2,facsimiles,blue_HW_left
469.811,42.17,battus,2,facsimiles,blue_HW_left
470.165,42.2,battus,2,facsimiles,blue_HW_left
470.519,42.25,battus,2,facsimiles,blue_HW_left
470.873,42.25,battus,2,facsimiles,blue_HW_left
471.227,42.15,battus,2,facsimiles,blue_HW_left
471.58,41.98,battus,2,facsimiles,blue_HW_left
471.934,41.98,battus,2,facsimiles,blue_HW_left
472.287,41.96,battus,2,facsimiles,blue_HW_left
472.641,41.92,battus,2,facsimiles,blue_HW_left
472.995,41.88,battus,2,facsimiles,blue_HW_left
473.348,41.89,battus,2,facsimiles,blue_HW_left
473.701,41.87,battus,2,facsimiles,blue_HW_left
474.055,41.7,battus,2,facsimiles,blue_HW_left
474.408,41.74,battus,2,facsimiles,blue_HW_left
474.761,41.71,battus,2,facsimiles,blue_HW_left
475.115,41.76,battus,2,facsimiles,blue_HW_left
475.468,41.75,battus,2,facsimiles,blue_HW_left
475.821,41.76,battus,2,facsimiles,blue_HW_left
476.174,41.79,battus,2,facsimiles,blue_HW_left
476.527,41.81,battus,2,facsimiles,blue_HW_left
476.88,41.75,battus,2,facsimiles,blue_HW_left
477.233,41.68,battus,2,facsimiles,blue_HW_left
477.586,41.63,battus,2,facsimiles,blue_HW_left
477.939,41.66,battus,2,facsimiles,blue_HW_left
478.292,41.6,battus,2,facsimiles,blue_HW_left
478.645,41.58,battus,2,facsimiles,blue_HW_left
478.998,41.53,battus,2,facsimiles,blue_HW_left
479.35,41.58,battus,2,facsimiles,blue_HW_left
479.703,41.52,battus,2,facsimiles,blue_HW_left
480.056,41.47,battus,2,facsimiles,blue_HW_left
480.408,41.47,battus,2,facsimiles,blue_HW_left
480.761,41.4,battus,2,facsimiles,blue_HW_left
481.113,41.43,battus,2,facsimiles,blue_HW_left
481.466,41.45,battus,2,facsimiles,blue_HW_left
481.818,41.48,battus,2,facsimiles,blue_HW_left
482.171,41.42,battus,2,facsimiles,blue_HW_left
482.523,41.43,battus,2,facsimiles,blue_HW_left
482.875,41.41,battus,2,facsimiles,blue_HW_left
483.228,41.4,battus,2,facsimiles,blue_HW_left
483.58,41.37,battus,2,facsimiles,blue_HW_left
483.932,41.34,battus,2,facsimiles,blue_HW_left
484.284,41.3,battus,2,facsimiles,blue_HW_left
484.636,41.32,battus,2,facsimiles,blue_HW_left
484.988,41.28,battus,2,facsimiles,blue_HW_left
485.34,41.23,battus,2,facsimiles,blue_HW_left
485.692,41.08,battus,2,facsimiles,blue_HW_left
486.044,40.98,battus,2,facsimiles,blue_HW_left
486.396,40.84,battus,2,facsimiles,blue_HW_left
486.748,40.71,battus,2,facsimiles,blue_HW_left
487.1,40.66,battus,2,facsimiles,blue_HW_left
487.451,40.58,battus,2,facsimiles,blue_HW_left
487.803,40.51,battus,2,facsimiles,blue_HW_left
488.155,40.44,battus,2,facsimiles,blue_HW_left
488.506,40.38,battus,2,facsimiles,blue_HW_left
488.858,40.28,battus,2,facsimiles,blue_HW_left
489.209,40.21,battus,2,facsimiles,blue_HW_left
489.561,40.24,battus,2,facsimiles,blue_HW_left
489.912,40.22,battus,2,facsimiles,blue_HW_left
490.264,40.26,battus,2,facsimiles,blue_HW_left
490.615,40.24,battus,2,facsimiles,blue_HW_left
490.966,40.18,battus,2,facsimiles,blue_HW_left
491.318,40.18,battus,2,facsimiles,blue_HW_left
491.669,40.14,battus,2,facsimiles,blue_HW_left
492.02,40.11,battus,2,facsimiles,blue_HW_left
492.371,40.04,battus,2,facsimiles,blue_HW_left
492.722,40.04,battus,2,facsimiles,blue_HW_left
493.073,40.01,battus,2,facsimiles,blue_HW_left
493.424,39.87,battus,2,facsimiles,blue_HW_left
493.775,39.82,battus,2,facsimiles,blue_HW_left
494.126,39.72,battus,2,facsimiles,blue_HW_left
494.477,39.72,battus,2,facsimiles,blue_HW_left
494.828,39.67,battus,2,facsimiles,blue_HW_left
495.179,39.6,battus,2,facsimiles,blue_HW_left
495.53,39.58,battus,2,facsimiles,blue_HW_left
495.88,39.54,battus,2,facsimiles,blue_HW_left
496.231,39.54,battus,2,facsimiles,blue_HW_left
496.582,39.5,battus,2,facsimiles,blue_HW_left
496.932,39.51,battus,2,facsimiles,blue_HW_left
497.283,39.48,battus,2,facsimiles,blue_HW_left
497.633,39.44,battus,2,facsimiles,blue_HW_left
497.984,39.38,battus,2,facsimiles,blue_HW_left
498.334,39.35,battus,2,facsimiles,blue_HW_left
498.684,39.3,battus,2,facsimiles,blue_HW_left
499.035,39.3,battus,2,facsimiles,blue_HW_left
499.385,39.26,battus,2,facsimiles,blue_HW_left
499.735,39.2,battus,2,facsimiles,blue_HW_left
500.086,39.1,battus,2,facsimiles,blue_HW_left
500.436,39.03,battus,2,facsimiles,blue_HW_left
500.786,38.95,battus,2,facsimiles,blue_HW_left
501.136,38.92,battus,2,facsimiles,blue_HW_left
501.486,38.88,battus,2,facsimiles,blue_HW_left
501.836,38.89,battus,2,facsimiles,blue_HW_left
502.186,38.83,battus,2,facsimiles,blue_HW_left
502.536,38.74,battus,2,facsimiles,blue_HW_left
502.886,38.7,battus,2,facsimiles,blue_HW_left
503.235,38.69,battus,2,facsimiles,blue_HW_left
503.585,38.64,battus,2,facsimiles,blue_HW_left
503.935,38.66,battus,2,facsimiles,blue_HW_left
504.285,38.61,battus,2,facsimiles,blue_HW_left
504.634,38.56,battus,2,facsimiles,blue_HW_left
504.984,38.5,battus,2,facsimiles,blue_HW_left
505.333,38.43,battus,2,facsimiles,blue_HW_left
505.683,38.35,battus,2,facsimiles,blue_HW_left
506.032,38.3,battus,2,facsimiles,blue_HW_left
506.382,38.29,battus,2,facsimiles,blue_HW_left
506.731,38.22,battus,2,facsimiles,blue_HW_left
507.08,38.13,battus,2,facsimiles,blue_HW_left
507.43,38,battus,2,facsimiles,blue_HW_left
507.779,37.89,battus,2,facsimiles,blue_HW_left
