wavelength,reflectance
661.153,11.71
661.482,11.95
661.811,11.48
662.14,11.47
662.47,11.56
662.799,11.69
663.128,11.72
663.457,11.28
663.786,11.07
664.114,11.57
664.443,11.27
664.772,11.6
665.101,10.18
665.43,11.52
665.758,11.66
666.087,11
666.415,10.5
666.744,13.01
667.072,12.61
667.401,11.37
667.729,10.32
668.058,10.71
668.386,12.27
668.714,11.32
669.042,13.92
669.371,12.37
669.699,11.71
670.027,10.3
670.355,12.37
670.683,12.34
671.011,11.62
671.339,11.81
671.666,10.6
671.994,11.89
672.322,11.34
672.65,11.9
672.977,11.13
673.305,10.69
673.633,10.16
673.96,10.71
674.288,13.19
674.615,9.8
674.943,11.33
675.27,11.04
675.597,10.44
675.924,11.78
676.252,12.12
676.579,11.19
676.906,11.82
677.233,11.67
677.56,11.59
677.887,9.75
678.214,12.93
678.541,8.91
678.868,11.38
679.195,10.08
679.521,9.56
679.848,11.45
680.175,10.7
680.501,10.11
680.828,12.41
681.154,11.62
681.481,13.07
681.807,8.77
682.134,10.72
682.46,10.77
682.787,10.77
683.113,11.07
683.439,11.21
683.765,11.51
684.091,11.98
684.417,11.31
684.743,10.42
685.069,11.16
685.395,12.18
685.721,11.95
686.047,11.28
686.373,12.05
686.699,10.64
687.024,10.48
687.35,10.82
687.676,10.85
688.001,12.38
688.327,9.69
688.652,11.66
688.978,11.49
689.303,9.21
689.629,10.59
689.954,10.75
690.279,14.25
690.604,11.44
690.93,12.54
691.255,11.58
691.58,10.74
691.905,13.07
692.23,11.36
692.555,9.87
692.88,12.26
693.204,11.31
693.529,11.68
693.854,13.93
694.179,10.71
694.503,11.04
694.828,11.44
695.153,9.67
695.477,10.88
695.802,10.95
696.126,10.21
696.451,9.95
696.775,9.55
697.099,10.54
697.423,10.79
697.748,13.22
698.072,11.74
698.396,11.73
698.72,11.1
699.044,10
699.368,10.55
699.692,14.32
700.016,12.47
700.34,12.05
700.664,11.45
700.987,9.53
701.311,9.97
701.635,12.4
701.958,10.67
702.282,12.65
702.606,11.33
702.929,11
703.252,10.28
703.576,11.23
703.899,10.09
