wavelength,reflectance
787.032,18.52
787.343,19.74
787.654,18.02
787.966,14.07
788.277,17.87
788.588,19.74
788.899,24.24
789.209,23.98
789.52,22.7
789.831,19.4
790.142,20.47
790.453,21.09
790.763,20.96
791.074,21.36
791.385,19.56
791.695,20.96
792.006,19.7
792.316,22.53
792.626,21.36
792.937,21.13
793.247,18.63
793.557,19.22
793.868,22.93
794.178,18.67
794.488,17.3
794.798,21.47
795.108,20.01
795.418,17.97
795.728,16.58
796.038,21.54
796.348,17.18
796.657,17.99
796.967,20.36
797.277,22.8
797.587,22.8
797.896,23.72
798.206,26.27
798.515,22.03
798.825,16.59
799.134,18.22
799.444,14.88
799.753,22.85
800.062,22.2
800.371,22.3
800.681,23.53
800.99,19.41
801.299,21.55
801.608,25.65
801.917,20.22
802.226,24.37
802.535,19.82
802.844,23.28
803.152,25.18
803.461,21.28
803.77,22.19
804.078,21.85
804.387,28.56
804.696,29.36
805.004,26.2
805.313,22.19
805.621,30.37
805.93,10.22
806.238,25.2
806.546,24.91
806.854,23.74
807.163,25.47
807.471,18.79
807.779,23.97
808.087,23.92
808.395,18.57
808.703,20.01
809.011,21.33
809.319,25.2
809.626,27.63
809.934,26.26
810.242,25.45
810.55,20.98
810.857,22.31
811.165,22.68
811.472,20.73
811.78,14.57
812.087,21.49
812.395,27.01
812.702,21.41
813.009,26.69
813.317,27.23
813.624,29.65
813.931,23.97
814.238,19.47
814.545,22.34
814.852,26.69
815.159,26.97
815.466,29.17
815.773,25.89
816.08,20.02
816.387,25.22
816.693,26.24
817,32.5
817.307,18.89
817.613,28.56
817.92,18.8
818.226,21.63
818.533,37.19
818.839,24.14
819.146,23.86
819.452,23.01
819.758,23.79
820.064,20.32
820.371,21.99
820.677,26
820.983,32.42
821.289,24.88
821.595,22.36
821.901,14.47
822.207,23.54
822.512,28.81
822.818,18.8
823.124,24.47
823.43,22.52
823.735,28.1
824.041,26.48
824.347,21.04
824.652,19.67
824.957,28.56
825.263,32.94
825.568,24.47
825.874,21.78
826.179,29.66
826.484,21.95
826.789,23.88
827.094,26.06
827.399,21.29
827.705,27.83
828.01,29.18
828.314,18.09
828.619,32.94
828.924,18.93
829.229,25.37
829.534,28.84
829.838,15.11
830.143,15.28
830.448,21.69
830.752,19.64
831.057,21.78
831.361,35.57
831.666,34.12
831.97,31.23
832.274,19.28
832.579,26.48
832.883,27.53
833.187,36.31
833.491,25.32
833.795,31.11
834.099,26.31
834.403,34.86
834.707,28.55
835.011,39.62
835.315,25.37
835.619,30.69
835.923,32.82
836.226,28.84
836.53,32.85
836.834,28.23
837.137,16.86
837.441,16.46
837.744,32.78
838.048,30.51
838.351,25.95
838.654,18.28
838.958,29.58
839.261,26.84
839.564,34.95
839.867,32.78
840.17,24.8
840.473,34.28
840.776,31.96
841.079,26.16
841.382,21.57
841.685,31.96
841.988,30.06
842.291,33.58
842.593,43.9
842.896,26.16
843.199,23.78
843.501,40.08
843.804,24.75
844.106,30.87
844.409,40.09
844.711,23.54
845.013,28.95
845.316,24.14
845.618,30.3
845.92,29.04
846.222,27.91
846.524,11.34
846.826,4.98
847.128,24.75
847.43,14.61
847.732,16.39
848.034,41.72
848.336,40.71
848.638,23.17
848.939,31.73
849.241,35.88
849.543,23.76
849.844,38.1
850.146,21.18
850.447,40.11
850.749,55.58
851.05,37.25
851.351,28.07
851.653,11.34
851.954,31.59
852.255,48.14
852.556,39.42
852.857,48.26
853.158,28.55
853.459,46.58
853.76,22.12
854.061,21.38
854.362,8.27
854.663,25.67
854.964,20.82
855.264,36.65
855.565,10.44
855.866,23.92
856.166,34.63
856.467,40.71
856.767,38.85
857.068,56.29
857.368,5.36
857.668,32.64
857.969,38.38
858.269,35.34
858.569,20.59
858.869,13.09
859.169,19.43
859.469,25.45
859.769,36.87
860.069,39.51
860.369,36.56
860.669,24.75
860.969,35.96
861.269,40.13
861.568,32.64
861.868,19.17
862.168,28.54
862.467,31.2
862.767,33.71
863.066,30.93
863.366,30.93
863.665,41.02
863.964,41.02
864.264,26.74
864.563,27.48
864.862,27.91
865.161,31.2
865.46,6.35
865.759,36.65
866.058,52.48
866.357,-2.67
866.656,33.71
866.955,40.16
867.254,12.65
867.552,40.16
867.851,13.62
868.15,35.12
868.448,59.09
868.747,55
869.045,55
869.344,35.12
869.642,22.56
869.941,32.12
870.239,61.51
870.537,12.65
870.836,18.94
871.134,23.24
871.432,52.48
871.73,58.07
872.028,74.84
872.326,39.3
872.624,33.92
872.922,30.59
873.22,37.83
873.517,15.03
873.815,20.07
874.113,32.12
874.411,35.37
874.708,23.54
875.006,36.27
875.303,17.04
875.601,32.12
875.898,15.03
876.195,35.37
876.493,15.03
876.79,-4.4
877.087,33.92
877.384,24.62
877.682,58.07
877.979,77.04
878.276,65.09
878.573,49.37
878.87,57.33
879.166,3.57
879.463,21.33
