wavelength,reflectance
681.154,15.46
681.481,15.45
681.807,15.51
682.134,15.57
682.46,15.6
682.787,15.59
683.113,15.56
683.439,15.6
683.765,15.59
684.091,15.66
684.417,15.64
684.743,15.6
685.069,15.6
685.395,15.61
685.721,15.6
686.047,15.56
686.373,15.55
686.699,15.6
687.024,15.55
687.35,15.57
687.676,15.43
688.001,15.45
688.327,15.45
688.652,15.47
688.978,15.39
689.303,15.37
689.629,15.32
689.954,15.3
690.279,15.28
690.604,15.3
690.93,15.28
691.255,15.36
691.58,15.37
691.905,15.43
692.23,15.47
692.555,15.51
692.88,15.5
693.204,15.6
693.529,15.6
693.854,15.62
694.179,15.59
694.503,15.53
694.828,15.57
695.153,15.47
695.477,15.42
695.802,15.4
696.126,15.39
696.451,15.39
696.775,15.39
697.099,15.45
697.423,15.41
697.748,15.42
698.072,15.48
698.396,15.44
698.72,15.44
699.044,15.39
699.368,15.38
699.692,15.33
700.016,15.27
700.34,15.19
700.664,15.08
700.987,15.04
701.311,15.03
701.635,15
701.958,14.94
702.282,14.96
702.606,14.97
702.929,14.96
703.252,14.94
703.576,15
703.899,15
704.223,15.04
704.546,15.04
704.869,15.07
705.192,15.05
705.515,15.13
705.838,15.18
706.161,15.15
706.484,15.11
706.807,15.14
707.13,15.09
707.453,15.09
707.776,15.12
708.099,15.12
708.421,15.15
708.744,15.13
709.067,15
709.389,14.96
709.712,15.01
710.034,14.98
710.357,14.98
710.679,14.96
711.001,14.94
711.324,14.91
711.646,14.91
711.968,14.86
712.29,14.84
712.612,14.86
712.935,14.88
713.257,14.79
713.579,14.83
713.9,14.82
714.222,14.87
714.544,14.96
714.866,15.04
715.188,15.16
715.509,15.11
715.831,15.19
716.153,15.18
716.474,15.18
716.796,15.28
717.117,15.25
717.439,15.26
717.76,15.27
718.081,15.25
718.403,15.22
718.724,15.14
719.045,15.16
719.366,15.17
719.687,15.24
720.009,15.32
720.33,15.38
720.651,15.44
720.971,15.41
721.292,15.51
721.613,15.52
721.934,15.58
722.255,15.59
722.575,15.64
722.896,15.67
723.217,15.78
723.537,15.78
723.858,15.75
724.178,15.79
724.499,15.93
724.819,15.91
725.139,15.99
725.46,15.98
725.78,16
726.1,16.08
726.42,16.16
726.74,16.14
727.06,16.23
727.38,16.23
727.7,16.31
728.02,16.29
728.34,16.28
728.66,16.19
728.98,16.3
729.299,16.38
729.619,16.45
729.939,16.44
730.258,16.6
730.578,16.63
730.897,16.74
731.217,16.7
731.536,16.76
731.856,16.82
732.175,17.03
732.494,16.98
732.814,16.98
733.133,16.97
733.452,16.99
733.771,16.92
734.09,16.96
734.409,16.97
734.728,17.11
735.047,17.18
735.366,17.19
735.684,17.23
736.003,17.34
736.322,17.45
736.641,17.53
736.959,17.57
737.278,17.64
737.596,17.67
737.915,17.7
738.233,17.76
738.552,17.84
738.87,17.96
739.188,17.95
739.507,18.04
739.825,18.13
740.143,18.19
740.461,18.31
740.779,18.43
741.097,18.49
741.415,18.69
741.733,18.74
742.051,18.76
742.369,18.84
742.687,18.98
743.004,19.05
743.322,19.01
743.64,19.04
743.957,19.09
744.275,19.09
744.593,19.18
744.91,19.15
745.227,19.24
745.545,19.46
745.862,19.62
746.179,19.55
746.497,19.5
746.814,19.67
747.131,19.81
747.448,19.84
747.765,20.03
748.082,20.08
748.399,20.23
748.716,20.36
749.033,20.21
749.35,20.24
749.667,20.46
749.983,20.73
750.3,20.86
750.617,21.01
750.933,21.11
751.25,21.14
751.566,21.26
751.883,21.42
752.199,21.49
752.516,21.67
752.832,21.73
753.148,21.69
753.464,21.74
753.781,21.76
754.097,21.8
754.413,21.93
754.729,22.04
755.045,22.04
755.361,22.03
755.677,21.98
755.992,21.96
756.308,22.01
756.624,22.12
756.94,22.28
757.255,22.4
757.571,22.55
757.887,22.72
758.202,22.77
758.518,22.87
758.833,22.9
759.148,22.97
759.464,23.13
759.779,23.15
760.094,23.25
760.41,23.23
760.725,23.24
761.04,23.22
761.355,23.28
761.67,23.31
761.985,23.43
762.3,23.43
762.615,23.58
762.93,23.59
763.244,23.74
763.559,23.8
763.874,23.76
764.188,23.78
764.503,23.83
764.818,23.92
765.132,23.94
765.447,23.94
765.761,24.05
766.075,24.14
766.39,24.35
766.704,24.48
767.018,24.51
767.332,24.66
767.646,24.71
767.961,24.75
768.275,24.73
768.589,24.78
768.903,24.86
769.216,24.95
769.53,24.99
769.844,24.86
770.158,24.79
770.472,24.72
770.785,24.77
771.099,24.85
771.413,25.02
771.726,25
772.04,25.05
772.353,24.95
772.666,24.95
772.98,24.96
773.293,25.06
773.606,25.03
773.919,25.16
774.233,25.25
774.546,25.22
774.859,25.17
775.172,25.2
775.485,25.25
775.798,25.35
776.111,25.45
776.423,25.4
776.736,25.38
777.049,25.45
777.362,25.48
777.674,25.37
777.987,25.5
778.299,25.43
778.612,25.49
778.924,25.64
779.237,25.69
779.549,25.54
779.862,25.6
780.174,25.52
780.486,25.5
780.798,25.5
781.11,25.57
781.422,25.61
781.735,25.7
782.046,25.73
782.358,25.69
782.67,25.78
782.982,26
783.294,26.06
783.606,26.04
783.917,26.16
784.229,26.2
784.541,26.18
784.852,26.11
785.164,26.03
785.475,25.97
785.787,25.99
786.098,26.07
786.41,25.93
786.721,25.89
787.032,25.98
787.343,26.08
787.654,26.14
787.966,26.15
788.277,26.2
