wavelength,reflectance
790.453,41.57
790.763,37.33
791.074,40.64
791.385,41.52
791.695,38.92
792.006,38.02
792.316,32.62
792.626,37.63
792.937,36.83
793.247,38.2
793.557,37.83
793.868,35.8
794.178,32.53
794.488,33.93
794.798,39.87
795.108,31.81
795.418,35.22
795.728,34.27
796.038,34.78
796.348,34.55
796.657,41.21
796.967,38.3
797.277,36.47
797.587,37.24
797.896,36.32
798.206,38.2
798.515,35.69
798.825,36.79
799.134,36.62
799.444,28.23
799.753,39.2
800.062,34.49
800.371,37.18
800.681,35.22
800.99,45.05
801.299,40.43
801.608,35.96
801.917,33.37
802.226,37
802.535,42.76
802.844,38.09
803.152,46.29
803.461,38.22
803.77,41.35
804.078,35.75
804.387,34.41
804.696,41.16
805.004,38.19
805.313,38.09
805.621,44.88
805.93,31.56
806.238,42.41
806.546,35.6
806.854,32.6
807.163,38.69
807.471,46.4
807.779,38.32
808.087,37.72
808.395,43.43
808.703,35.41
809.011,36.31
809.319,37.7
809.626,34.82
809.934,37.68
810.242,38.09
810.55,36.19
810.857,40.28
811.165,35.6
811.472,36.95
811.78,35.91
812.087,35.83
812.395,38.61
812.702,43.12
813.009,35.76
813.317,40.75
813.624,40.56
813.931,39.56
814.238,47.37
814.545,33.39
814.852,40.65
815.159,43.12
815.466,45.79
815.773,42.73
816.08,34.78
816.387,44.22
816.693,35.19
817,39.19
817.307,35.27
817.613,45.4
817.92,31.87
818.226,37.16
818.533,52.47
818.839,44.19
819.146,41.16
819.452,37.38
819.758,45
820.064,36.42
820.371,36.13
820.677,46.35
820.983,38.16
821.289,41.49
821.595,38.4
821.901,30.82
822.207,40.43
822.512,47.46
822.818,33.39
823.124,38.16
823.43,36
823.735,42.01
824.041,37.16
824.347,35.66
824.652,32.82
824.957,38.97
825.263,43.63
825.568,42.93
825.874,38.67
826.179,46.25
826.484,26.98
826.789,34.69
827.094,28.62
827.399,42.93
827.705,35.66
828.01,34.87
828.314,28.91
828.619,43.63
828.924,40.08
829.229,46.78
829.534,38.08
829.838,36.82
830.143,36.44
830.448,41.76
830.752,39.71
831.057,33.4
831.361,40.91
831.666,46.39
831.97,47.55
832.274,29.69
832.579,35.55
832.883,41.15
833.187,43.85
833.491,22.69
833.795,41.15
834.099,41.27
834.403,32.07
834.707,50.14
835.011,34.18
835.315,24.5
835.619,34.12
835.923,34.12
836.226,34.08
836.53,40.09
836.834,43.29
837.137,31.67
837.441,35.64
837.744,34.18
838.048,43.29
838.351,25.06
838.654,23.97
838.958,45.36
839.261,34.08
839.564,34.12
839.867,34.18
840.17,45.36
840.473,49.01
840.776,26.26
841.079,33.44
841.382,33.43
841.685,19.1
841.988,29.03
842.291,37.95
842.593,45.36
842.896,44.58
843.199,31.32
843.501,31.79
843.804,47.21
844.106,32.53
844.409,50.15
844.711,45.13
845.013,50.15
845.316,36
845.618,46.47
845.92,38.08
846.222,34.95
846.524,10.04
846.826,32.27
847.128,38.36
847.43,27.11
847.732,18.24
848.034,29.82
848.336,39.53
848.638,25.09
848.939,41.8
849.241,32.64
849.543,44.63
849.844,33.46
850.146,37.26
850.447,42.09
850.749,50.21
851.05,35.86
851.351,33.46
851.653,36.8
851.954,33.45
852.255,26.77
852.556,41.54
852.857,37.63
853.158,39.53
853.459,45.32
853.76,27.69
854.061,50.19
854.362,41.54
854.663,48.21
854.964,38.63
855.264,74.27
855.565,21.84
855.866,38.85
856.166,30.41
856.467,33.45
856.767,43.9
857.068,51.8
857.368,42.49
857.668,40.13
857.969,45.86
858.269,42.23
858.569,27.86
858.869,15.45
859.169,45.61
859.469,48.8
859.769,38.85
860.069,29.51
860.369,23.61
860.669,41.31
860.969,48.46
861.269,46.35
861.568,42.99
861.868,52.43
862.168,23.18
862.467,22.31
862.767,60.27
863.066,25.12
863.366,29.3
863.665,43.69
863.964,30.58
864.264,46.05
864.563,22.31
864.862,13.11
865.161,37.19
865.46,4.57
865.759,30.58
866.058,44.72
866.357,30.58
866.656,40.18
866.955,38.3
867.254,10.59
867.552,43.09
867.851,28.13
868.15,33.49
868.448,25.17
868.747,42.35
869.045,26.47
869.344,12.56
869.642,37.67
869.941,25.14
870.239,17.76
870.537,31.76
870.836,39.13
871.134,10.59
871.432,50.31
871.73,44.72
872.028,16.77
872.326,29.3
872.624,12.59
872.922,9.57
873.22,11.84
873.517,0
873.815,-5.92
874.113,30.17
874.411,28.72
874.708,21.84
875.006,50.21
875.303,25.14
875.601,30.17
875.898,25.17
876.195,62.23
876.493,18.88
876.79,21.6
877.087,31.47
877.384,36.55
877.682,50.31
877.979,9.18
878.276,38.79
878.573,67.5
878.87,54.31
879.166,-27.55
879.463,25.17
