day,site,fac.no,species,attacks,transect
5,16,20,junonia.learning,0,3
5,16,21,junonia.learning,0,3
5,16,22,junonia.learning,0,3
5,16,23,junonia.learning,0,3
5,16,24,junonia.learning,0,3
5,16,25,junonia.learning,0,3
5,17,1,battus,0,3
5,17,2,battus,0,3
5,17,3,battus,0,3
5,17,4,battus,0,3
5,17,5,battus,0,3
5,17,6,battus,0,3
5,17,7,battus,0,3
5,17,8,battus,0,3
5,17,9,battus,0,3
5,17,10,battus,0,3
5,17,11,battus,0,3
5,17,12,battus,0,3
5,17,13,battus,0,3
5,17,14,battus,0,3
5,17,15,battus,0,3
5,17,16,battus,0,3
5,17,17,battus,0,3
5,17,18,battus,0,3
5,17,19,battus,0,3
5,17,20,battus,0,3
5,17,21,battus,0,3
5,17,22,battus,0,3
5,17,23,battus,0,3
5,17,24,battus,0,3
5,17,25,battus,0,3
5,17,1,junonia.learning,0,3
5,17,2,junonia.learning,0,3
5,17,3,junonia.learning,0,3
5,17,4,junonia.learning,0,3
5,17,5,junonia.learning,0,3
5,17,6,junonia.learning,0,3
5,17,7,junonia.learning,0,3
5,17,8,junonia.learning,0,3
5,17,9,junonia.learning,0,3
5,17,10,junonia.learning,0,3
5,17,11,junonia.learning,0,3
5,17,12,junonia.learning,0,3
5,17,13,junonia.learning,0,3
5,17,14,junonia.learning,0,3
5,17,15,junonia.learning,0,3
5,17,16,junonia.learning,0,3
5,17,17,junonia.learning,0,3
5,17,18,junonia.learning,0,3
5,17,19,junonia.learning,0,3
5,17,20,junonia.learning,0,3
5,17,21,junonia.learning,0,3
5,17,22,junonia.learning,0,3
5,17,23,junonia.learning,0,3
5,17,24,junonia.learning,0,3
5,17,25,junonia.learning,0,3
5,18,1,battus,0,3
5,18,2,battus,0,3
5,18,3,battus,0,3
5,18,4,battus,0,3
5,18,5,battus,0,3
5,18,6,battus,0,3
5,18,7,battus,0,3
5,18,8,battus,0,3
5,18,9,battus,0,3
5,18,10,battus,0,3
5,18,11,battus,0,3
5,18,12,battus,0,3
5,18,13,battus,0,3
5,18,14,battus,0,3
5,18,15,battus,0,3
5,18,16,battus,0,3
5,18,17,battus,0,3
5,18,18,battus,0,3
5,18,19,battus,0,3
5,18,20,battus,0,3
5,18,21,battus,0,3
5,18,22,battus,0,3
5,18,23,battus,0,3
5,18,24,battus,0,3
5,18,25,battus,0,3
5,18,1,junonia.learning,0,3
5,18,2,junonia.learning,0,3
5,18,3,junonia.learning,0,3
5,18,4,junonia.learning,0,3
5,18,5,junonia.learning,0,3
5,18,6,junonia.learning,0,3
5,18,7,junonia.learning,0,3
5,18,8,junonia.learning,0,3
5,18,9,junonia.learning,0,3
5,18,10,junonia.learning,0,3
5,18,11,junonia.learning,0,3
5,18,12,junonia.learning,0,3
5,18,13,junonia.learning,0,3
5,18,14,junonia.learning,0,3
5,18,15,junonia.learning,0,3
5,18,16,junonia.learning,0,3
5,18,17,junonia.learning,0,3
5,18,18,junonia.learning,0,3
5,18,19,junonia.learning,0,3
5,18,20,junonia.learning,0,3
5,18,21,junonia.learning,0,3
5,18,22,junonia.learning,0,3
5,18,23,junonia.learning,0,3
5,18,24,junonia.learning,0,3
5,18,25,junonia.learning,0,3
5,19,1,battus,0,3
5,19,2,battus,0,3
5,19,3,battus,0,3
5,19,4,battus,0,3
5,19,5,battus,0,3
5,19,6,battus,0,3
5,19,7,battus,0,3
5,19,8,battus,0,3
5,19,9,battus,0,3
5,19,10,battus,0,3
5,19,11,battus,0,3
5,19,12,battus,0,3
5,19,13,battus,0,3
5,19,14,battus,0,3
5,19,15,battus,0,3
5,19,16,battus,0,3
5,19,17,battus,0,3
5,19,18,battus,0,3
5,19,19,battus,0,3
5,19,20,battus,0,3
5,19,21,battus,0,3
5,19,22,battus,0,3
5,19,23,battus,0,3
5,19,24,battus,0,3
5,19,25,battus,0,3
5,19,1,junonia.learning,0,3
5,19,2,junonia.learning,0,3
5,19,3,junonia.learning,0,3
5,19,4,junonia.learning,0,3
5,19,5,junonia.learning,0,3
5,19,6,junonia.learning,0,3
5,19,7,junonia.learning,0,3
5,19,8,junonia.learning,0,3
5,19,9,junonia.learning,0,3
5,19,10,junonia.learning,0,3
5,19,11,junonia.learning,0,3
5,19,12,junonia.learning,0,3
5,19,13,junonia.learning,0,3
5,19,14,junonia.learning,0,3
5,19,15,junonia.learning,0,3
5,19,16,junonia.learning,0,3
5,19,17,junonia.learning,0,3
5,19,18,junonia.learning,0,3
5,19,19,junonia.learning,0,3
5,19,20,junonia.learning,0,3
5,19,21,junonia.learning,0,3
5,19,22,junonia.learning,0,3
5,19,23,junonia.learning,0,3
5,19,24,junonia.learning,0,3
5,19,25,junonia.learning,0,3
5,20,1,battus,0,3
5,20,2,battus,0,3
5,20,3,battus,0,3
5,20,4,battus,0,3
5,20,5,battus,0,3
5,20,6,battus,0,3
5,20,7,battus,0,3
5,20,8,battus,0,3
5,20,9,battus,0,3
5,20,10,battus,0,3
5,20,11,battus,0,3
5,20,12,battus,0,3
5,20,13,battus,0,3
5,20,14,battus,0,3
5,20,15,battus,0,3
5,20,16,battus,0,3
5,20,17,battus,0,3
5,20,18,battus,0,3
5,20,19,battus,0,3
5,20,20,battus,0,3
5,20,21,battus,0,3
5,20,22,battus,0,3
5,20,23,battus,0,3
5,20,24,battus,0,3
5,20,25,battus,0,3
5,20,1,junonia.learning,0,3
5,20,2,junonia.learning,0,3
5,20,3,junonia.learning,0,3
5,20,4,junonia.learning,0,3
5,20,5,junonia.learning,0,3
5,20,6,junonia.learning,0,3
5,20,7,junonia.learning,0,3
5,20,8,junonia.learning,0,3
5,20,9,junonia.learning,0,3
5,20,10,junonia.learning,0,3
5,20,11,junonia.learning,0,3
5,20,12,junonia.learning,0,3
5,20,13,junonia.learning,0,3
5,20,14,junonia.learning,0,3
5,20,15,junonia.learning,0,3
5,20,16,junonia.learning,0,3
5,20,17,junonia.learning,0,3
5,20,18,junonia.learning,0,3
5,20,19,junonia.learning,0,3
5,20,20,junonia.learning,0,3
5,20,21,junonia.learning,0,3
5,20,22,junonia.learning,0,3
5,20,23,junonia.learning,0,3
5,20,24,junonia.learning,0,3
5,20,25,junonia.learning,0,3
